ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,1365 15 1882 19 2400 22 2917 25 3436 27 3954 28 4473 28 4992 29 5511 29 6030 28 6549 28 7068 28 7587 28 8107 26 8627 24 9148 20 9670 15 10190 13 10709 12 11226 15 11744 16 12262 18 12780 21 13297 23 13816 24 14334 26 14853 27 15372 28 15891 28 16410 29 16929 29 17448 29 17967 29 18486 29 19005 29 19524 29 20043 28 20562 28 21081 27 21601 25 22121 23 22641 22 23161 21 23681 19 24200 17 24721 14 25242 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71441 10 71957 15 72474 19 72992 21 73509 24 74028 24 74546 25 75064 27 75582 28 76100 29 76618 31 77137 31 77655 32 78173 32 78691 33 79210 33 79729 32 80248 32 80767 32 81285 33 81804 32 82323 31 82842 29 83362 28 83881 27 84400 25 84919 24 85439 21 85960 17 86480 14 87000 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100509 5 101024 12 101542 15 102060 17 102578 18 103096 20 103615 20 104134 21 104653 21 105172 21 105691 21 106210 22 106729 22 107248 22 107767 21 108286 21 108805 21 109324 20 109842 21 110361 21 110881 19 111400 19 111919 18 112438 17 112958 15 113478 14 113998 11 114519 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40308 7 40824 13 41341 19 41859 22 42377 24 42895 26 43414 27 43933 28 44451 29 44970 30 45488 31 46007 31 46525 32 47044 32 47563 31 48082 31 48601 30 49121 28 49641 26 50161 25 50681 22 51201 19 51732 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125446 3 125962 9 126479 12 126998 12 127516 13 128035 14 128553 15 129071 16 129589 18 130109 17 130629 14 131151 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10244 3 10758 12 11276 14 11793 18 12311 19 12830 20 13348 21 13866 22 14384 23 14902 24 15421 24 15940 24 16458 25 16977 25 17495 26 18013 27 18532 26 19051 26 19570 25 20088 25 20607 25 21127 23 21646 23 22165 22 22684 20 23204 19 23724 17 24244 15 24764 11 25286 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99506 4 100023 9 100541 11 101060 12 101579 12 102097 14 102616 14 103134 16 103652 18 104171 18 104690 18 105209 19 105727 20 106246 20 106765 19 107284 19 107803 18 108322 17 108841 17 109360 17 109879 16 110397 17 110916 17 111435 17 111953 18 112472 17 112991 16 113510 15 114029 15 114548 14 115068 11 115588 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89664 3 90181 8 90697 14 91216 15 91734 17 92253 19 92772 20 93291 20 93810 21 94329 21 94848 21 95367 21 95886 21 96405 21 96924 21 97443 21 97962 21 98481 21 99000 21 99519 21 100038 20 100557 20 101077 19 101597 17 102117 14 102637 12 103159 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,401 17 918 21 1436 23 1955 24 2474 24 2993 24 3512 24 4032 23 4551 23 5070 22 5591 19 6111 17 6631 16 7153 12 7676 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47123 9 47638 15 48155 19 48673 21 49190 24 49708 26 50227 27 50745 29 51264 29 51783 29 52302 29 52821 29 53340 29 53859 29 54378 29 54898 28 55417 27 55936 26 56457 23 56978 18 57500 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114081 1 114595 8 115112 11 115629 15 116148 15 116666 16 117185 16 117703 17 118221 18 118739 19 119258 19 119777 19 120295 19 120814 18 121333 18 121852 18 122370 19 122888 20 123407 20 123925 20 124444 20 124963 20 125481 21 126000 20 126519 20 127038 20 127557 19 128076 18 128595 17 129114 17 129634 15 130153 14 130675 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20658 10 21175 15 21693 17 22211 18 22728 20 23247 21 23766 21 24284 23 24803 23 25322 23 25841 23 26359 24 26877 25 27395 26 27914 25 28433 25 28952 24 29471 24 29989 25 30508 25 31027 25 31546 25 32065 24 32584 23 33103 22 33623 20 34142 19 34661 18 35182 14 35702 11 36225 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66872 4 66878 9 67386 24 67903 28 68420 32 68939 32 69458 32 69977 33 70496 33 71015 33 71534 33 72053 32 72572 32 73092 31 73613 29 74133 26 74653 24 75176 18 75700 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127596 6 128113 13 128629 23 129147 26 129665 29 130184 29 130705 25
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109437 7 109954 11 110471 15 110989 18 111507 20 112025 22 112544 23 113063 23 113582 24 114101 25 114620 26 115139 27 115659 26 116179 25 116699 24 117218 24 117737 25 118257 24 118777 23 119298 21 119818 20 120338 19 120859 17 121379 16 121899 15 122420 13 122940 11 123461 8 123982 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,449 21 967 23 1485 24 2005 24 2524 23 3044 22 3564 21 4083 21 4602 21 5122 20 5641 19 6160 18 6679 17 7199 16 7720 13 8241 9 8764 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80916 7 81432 14 81950 17 82468 20 82986 22 83504 24 84023 26 84542 27 85061 28 85580 29 86099 31 86618 32 87138 33 87658 33 88177 34 88697 34 89217 34 89737 34 90257 33 90778 31 91297 31 91817 30 92336 29 92854 28 93373 21 93891 20 94409 20 94927 21 95429 4 95443 24 95945 41 96463 42 96981 44 97501 43 98020 43 98540 41 99060 40 99581 37 100102 34 100622 32 101143 29 101665 24 102188 18 102712 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25900 9 26417 14 26934 18 27451 21 27485 2 27970 22 28000 10 28489 24 28517 13 29007 43 29525 46 30043 47 30561 48 31080 49 31599 49 32118 49 32637 49 33156 49 33674 50 34193 50 34711 51 35229 52 35748 52 36267 52 36786 52 37305 52 37824 52 38344 51 38864 49 39384 17 39403 28 39903 15 39923 26 40424 10 40443 24 40946 5 40963 22 41483 20 42004 16 42527 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51876 7 52393 10 52911 12 53430 12 53949 12 54468 12 54987 12 55506 12 56025 12 56544 13 57063 14 57582 14 58102 14 58621 14 59141 13 59660 13 60180 12 60699 12 61218 12 61737 13 62256 13 62776 12 63295 12 63814 11 64333 11 64853 8 65373 6 65894 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,500 16 1018 19 1537 18 2057 17 2578 13 3099 10 3620 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,770 1 1026 2 1281 4 1320 3 1537 4 1567 14 1793 5 1804 5 1822 16 2049 6 2058 7 2077 18 2305 7 2313 9 2333 19 2561 22 2589 20 2817 24 2845 21 3073 26 3101 22 3329 50 3585 51 3841 51 4097 51 4353 52 4609 52 4865 53 5121 53 5377 53 5633 53 5889 53 6145 52 6401 51 6658 50 6914 49 7171 48 7428 46 7687 41 7944 39 8202 36 8460 31 8725 16 8991 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12034 3 12289 4 12545 5 12801 5 13057 7 13313 8 13569 9 13825 9 14081 10 14337 10 14593 10 14849 10 15105 10 15361 10 15617 10 15873 10 16129 10 16385 11 16641 11 16897 11 17153 11 17409 10 17665 9 17921 9 18177 9 18433 9 18689 9 18945 9 19201 8 19457 7 19714 4 19971 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33538 3 33793 4 34049 5 34305 5 34561 6 34817 6 35073 6 35329 7 35585 7 35841 7 36097 7 36353 7 36609 7 36865 7 37121 6 37377 6 37633 6 37889 5 38146 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43010 4 43265 6 43521 8 43777 9 44033 10 44289 11 44545 12 44801 12 45057 12 45313 11 45570 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49922 3 50177 7 50433 8 50689 8 50945 8 51202 4 51459 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52738 2 52993 4 53249 4 53505 4 53761 4 54017 4 54273 5 54529 5 54785 5 55041 6 55297 6 55553 6 55809 6 56065 6 56321 6 56577 5 56833 5 57089 4 57345 4 57601 4 57857 4 58113 4 58370 2 58626 2 58881 4 59137 4 59393 5 59649 6 59905 5 60161 5 60417 4 60673 4 60929 4 61185 5 61441 6 61697 6 61953 6 62209 6 62465 6 62721 6 62977 5 63233 5 63489 5 63745 5 64001 5 64257 5 64513 5 64769 4 65025 4 65282 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51723 5 51978 7 52233 9 52489 10 52745 10 53000 11 53256 11 53512 11 53768 11 54025 9 54281 9 54537 8 54794 7 55051 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36649 4 36903 8 37159 9 37414 11 37669 13 37925 13 38180 15 38436 14 38691 15 38935 4 38941 1 38947 15 39189 12 39202 15 39443 30 39698 31 39953 31 40208 31 40463 32 40719 31 40975 30 41230 29 41486 27 41742 25 41998 25 42254 25 42511 24 42767 24 43023 24 43280 22 43537 20 43793 19 44050 15 44307 13 44564 11 44821 10 45079 7 45337 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9506 8 9761 11 10016 14 10271 17 10526 19 10782 20 11038 21 11293 22 11548 23 11803 24 12058 25 12314 26 12570 26 12826 27 13083 26 13339 25 13594 26 13850 25 14105 26 14361 26 14617 26 14873 26 15129 26 15385 25 15642 23 15903 17 16160 15 16417 11 16673 10 16931 7 17190 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51746 4 52000 8 52253 13 52509 14 52764 15 53019 17 53275 17 53531 17 53786 18 54042 18 54297 20 54553 21 54809 23 55065 24 55321 26 55577 26 55833 27 56089 27 56346 27 56603 26 56860 26 57120 22 57377 21 57633 21 57890 21 58146 21 58402 22 58658 22 58913 24 59169 24 59425 24 59681 24 59937 25 60193 25 60449 25 60705 25 60961 24 61217 24 61473 24 61729 24 61985 23 62241 23 62498 20 62754 19 63010 18 63266 18 63521 19 63777 20 64033 21 64288 24 64544 40 64800 41 65056 41 65314 39
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28708 4 28962 8 29217 10 29473 10 29728 11 29983 13 30239 13 30495 14 30752 13 31008 13 31264 14 31521 13 31777 13 32033 13 32289 12 32545 12 32803 9 33060 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46641 11 46896 13 47150 16 47404 19 47659 20 47915 20 48171 20 48427 20 48683 19 48939 18 49195 18 49451 18 49707 19 49964 18 50221 16 50477 16 50733 16 50990 15 51247 14 51503 14 51761 12 52018 11 52276 8 52533 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20527 8 20782 10 21037 12 21293 12 21549 12 21805 12 22061 12 22317 12 22573 12 22829 12 23085 12 23342 10 23599 8 23856 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37697 2 37949 9 38205 10 38460 11 38715 13 38970 14 39226 15 39481 16 39736 17 39991 18 40247 19 40502 20 40758 20 41013 21 41269 20 41525 20 41781 20 42036 20 42292 20 42549 18 42805 17 43061 16 43318 14 43576 11 43834 8 44093 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37943 1 38198 3 38454 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25923 6 26177 10 26433 11 26689 12 26944 14 27200 14 27456 15 27712 15 27968 15 28224 15 28480 15 28735 16 28991 16 29248 15 29504 14 29761 11 30018 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26741 9 26995 13 27251 16 27506 19 27761 21 28017 22 28272 23 28528 24 28783 25 29039 25 29295 24 29551 24 29807 24 30064 22 30320 21 30577 19 30834 18 31090 17 31348 14 31605 11 31863 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4727 6 4981 9 5237 13 5492 15 5747 18 6003 18 6258 20 6514 20 6770 21 7026 20 7282 20 7538 20 7794 20 8050 20 8306 20 8563 19 8819 19 9076 18 9333 16 9589 15 9847 12 10104 11 10363 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19851 9 20104 14 20359 16 20614 18 20869 20 21125 20 21381 21 21636 22 21891 24 22147 24 22403 24 22659 24 22915 24 23171 23 23427 22 23683 22 23940 20 24196 19 24453 17 24710 15 24968 11
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2191 6 2446 9 2701 10 2956 12 3212 13 3467 15 3723 16 3979 18 4235 19 4491 20 4747 20 5003 21 5260 21 5516 22 5773 22 6029 23 6286 22 6542 23 6799 22 7056 21 7313 20 7570 19 7828 17 8088 12 8345 10 8602 8 8859 5 8869 7 9116 3 9121 12 9371 20 9627 21 9882 23 10138 24 10394 25 10650 25 10906 26 11162 26 11409 35 11664 36 11919 37 12175 37 12430 38 12685 38 12941 38 13197 37 13452 38 13708 38 13964 37 14220 35 14477 33 14733 22 14757 8 14989 21 15014 6 15245 21 15502 20 15759 18 16015 16 16273 13
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,152 18 407 19 663 19 920 18 1177 16 1434 14 1692 11 1951 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29353 7 29608 10 29863 12 30119 14 30374 16 30629 18 30885 18 31141 19 31396 20 31652 21 31908 21 32164 21 32420 22 32676 22 32932 22 33188 22 33444 22 33701 21 33957 21 34213 21 34470 19 34727 17 34984 14 35241 12 35499 8 35758 2
